pct_converted,green_infrastructure_pct,food_forest_pct,pct_highdensity,n_wet,n_for,n_hd,mean_cn,flood_reduction,runoff_acre_feet,mean_hm,cooling_f,mean_ndvi,carbon_tons_co2_yr,nature_access_pct,people_with_nature_access,food_mln_lbs,people_fed,total_cost_mln,scenario_name
25,0,50,50,0,6428,6429,76.0999984741211,23.9,396.8,0.3284,0.2,0.27549999952316284,4994.6,65.4,100861,16.411,8205,21.41,25% converted — GI 0% / FF 50%
25,0,60,40,0,7714,5143,75.7300033569336,24.27,385.1,0.3449,0.3,0.2872999906539917,5993.8,65.5,100983,19.694,9847,22.83,25% converted — GI 0% / FF 60%
25,0,70,30,0,8999,3858,75.37000274658203,24.63,373.8,0.3615,0.4,0.29910001158714294,6992.2,65.6,101173,22.974,11487,24.26,25% converted — GI 0% / FF 70%
25,0,80,20,0,10285,2572,75.0,25.0,362.5,0.378,0.4,0.3109000027179718,7991.4,65.6,101173,26.258,13129,25.69,25% converted — GI 0% / FF 80%
25,0,90,10,0,11571,1286,74.62999725341797,25.37,351.3,0.3946,0.5,0.32269999384880066,8990.7,65.7,101299,29.541,14770,27.12,25% converted — GI 0% / FF 90%
25,0,100,0,0,12857,0,74.26000213623047,25.74,340.4,0.4111,0.6,0.3345000147819519,9989.9,65.7,101327,32.824,16411,28.54,25% converted — GI 0% / FF 100%
25,10,0,90,1285,0,11572,76.2300033569336,23.77,401.0,0.263,-0.0,0.227400004863739,570.5,64.7,99753,0.0,0,27.11,25% converted — GI 10% / FF 0%
25,10,10,80,1285,1285,10287,75.87000274658203,24.13,389.5,0.2795,0.0,0.23919999599456787,1569.0,64.9,100129,3.281,1640,28.53,25% converted — GI 10% / FF 10%
25,10,20,70,1285,2571,9001,75.5,24.5,377.8,0.2961,0.1,0.25099998712539673,2568.2,65.1,100458,6.564,3282,29.96,25% converted — GI 10% / FF 20%
25,10,30,60,1285,3857,7715,75.12999725341797,24.87,366.4,0.3127,0.2,0.262800008058548,3567.4,65.4,100839,9.847,4923,31.39,25% converted — GI 10% / FF 30%
25,10,40,50,1285,5142,6430,74.7699966430664,25.23,355.5,0.3292,0.2,0.27459999918937683,4565.9,65.4,100861,13.128,6564,32.82,25% converted — GI 10% / FF 40%
25,10,50,40,1285,6428,5144,74.41000366210938,25.59,344.8,0.3458,0.3,0.2863999903202057,5565.1,65.5,100983,16.411,8205,34.24,25% converted — GI 10% / FF 50%
25,10,60,30,1285,7714,3858,74.05000305175781,25.95,334.3,0.3623,0.4,0.29820001125335693,6564.3,65.6,101173,19.694,9847,35.67,25% converted — GI 10% / FF 60%
25,10,70,20,1285,8999,2573,73.66999816894531,26.33,323.4,0.3789,0.4,0.3100000023841858,7562.8,65.6,101173,22.974,11487,37.1,25% converted — GI 10% / FF 70%
25,10,80,10,1285,10285,1287,73.30999755859375,26.69,313.3,0.3954,0.5,0.32179999351501465,8562.0,65.7,101299,26.258,13129,38.52,25% converted — GI 10% / FF 80%
25,10,90,0,1285,11571,1,72.94000244140625,27.06,303.1,0.412,0.6,0.3336000144481659,9561.2,65.7,101327,29.541,14770,39.95,25% converted — GI 10% / FF 90%
25,20,0,80,2571,0,10286,74.54000091552734,25.46,348.6,0.2804,0.0,0.23829999566078186,1141.5,64.9,100129,0.0,0,39.96,25% converted — GI 20% / FF 0%
25,20,10,70,2571,1285,9001,74.16999816894531,25.83,337.8,0.297,0.1,0.2500999867916107,2140.0,65.1,100458,3.281,1640,41.38,25% converted — GI 20% / FF 10%
25,20,20,60,2571,2571,7715,73.80999755859375,26.19,327.4,0.3135,0.2,0.26190000772476196,3139.2,65.4,100839,6.564,3282,42.81,25% converted — GI 20% / FF 20%
25,20,30,50,2571,3857,6429,73.44000244140625,26.56,316.9,0.3301,0.2,0.2736999988555908,4138.4,65.4,100861,9.847,4923,44.24,25% converted — GI 20% / FF 30%
25,20,40,40,2571,5142,5144,73.08000183105469,26.92,306.9,0.3466,0.3,0.2854999899864197,5136.9,65.5,100983,13.128,6564,45.66,25% converted — GI 20% / FF 40%
25,20,50,30,2571,6428,3858,72.72000122070312,27.28,297.1,0.3632,0.4,0.2973000109195709,6136.1,65.6,101173,16.411,8205,47.09,25% converted — GI 20% / FF 50%
25,20,60,20,2571,7714,2572,72.3499984741211,27.65,287.3,0.3798,0.4,0.3091000020503998,7135.3,65.6,101173,19.694,9847,48.52,25% converted — GI 20% / FF 60%
25,20,70,10,2571,8999,1287,71.9800033569336,28.02,277.6,0.3963,0.5,0.32089999318122864,8133.7,65.7,101299,22.974,11487,49.94,25% converted — GI 20% / FF 70%
25,20,80,0,2571,10285,1,71.61000061035156,28.39,268.1,0.4129,0.6,0.3327000141143799,9133.0,65.7,101327,26.258,13129,51.37,25% converted — GI 20% / FF 80%
25,30,0,70,3857,0,9000,72.8499984741211,27.15,300.7,0.2979,0.1,0.2492000013589859,1712.5,65.1,100458,0.0,0,52.8,25% converted — GI 30% / FF 0%
25,30,10,60,3857,1285,7715,72.48999786376953,27.51,291.0,0.3144,0.2,0.26100000739097595,2711.0,65.4,100839,3.281,1640,54.23,25% converted — GI 30% / FF 10%
25,30,20,50,3857,2571,6429,72.12000274658203,27.88,281.2,0.331,0.2,0.2727999985218048,3710.2,65.4,100861,6.564,3282,55.66,25% converted — GI 30% / FF 20%
25,30,30,40,3857,3857,5143,71.76000213623047,28.24,271.9,0.3475,0.3,0.28459998965263367,4709.4,65.5,100983,9.847,4923,57.08,25% converted — GI 30% / FF 30%
25,30,40,30,3857,5142,3858,71.4000015258789,28.6,262.8,0.3641,0.4,0.2964000105857849,5707.8,65.6,101173,13.128,6564,58.51,25% converted — GI 30% / FF 40%
25,30,50,20,3857,6428,2572,71.02999877929688,28.97,253.6,0.3806,0.4,0.30820000171661377,6707.1,65.6,101173,16.411,8205,59.94,25% converted — GI 30% / FF 50%
25,30,60,10,3857,7714,1286,70.66000366210938,29.34,244.5,0.3972,0.5,0.3199999928474426,7706.3,65.7,101299,19.694,9847,61.37,25% converted — GI 30% / FF 60%
25,30,70,0,3857,8999,1,70.29000091552734,29.71,235.7,0.4137,0.6,0.33180001378059387,8704.7,65.7,101327,22.974,11487,62.79,25% converted — GI 30% / FF 70%
25,40,0,60,5142,0,7715,71.16000366210938,28.84,256.8,0.3153,0.2,0.26010000705718994,2283.0,65.4,100839,0.0,0,65.64,25% converted — GI 40% / FF 0%
25,40,10,50,5142,1285,6430,70.80000305175781,29.2,247.9,0.3318,0.2,0.2718999981880188,3281.5,65.4,100861,3.281,1640,67.07,25% converted — GI 40% / FF 10%
25,40,20,40,5142,2571,5144,70.43000030517578,29.57,239.0,0.3484,0.3,0.28369998931884766,4280.7,65.5,100983,6.564,3282,68.49,25% converted — GI 40% / FF 20%
25,40,30,30,5142,3857,3858,70.06999969482422,29.93,230.6,0.3649,0.4,0.2955000102519989,5279.9,65.6,101173,9.847,4923,69.92,25% converted — GI 40% / FF 30%
25,40,40,20,5142,5142,2573,69.69999694824219,30.3,222.0,0.3815,0.4,0.30730000138282776,6278.4,65.6,101173,13.128,6564,71.35,25% converted — GI 40% / FF 40%
25,40,50,10,5142,6428,1287,69.33000183105469,30.67,213.6,0.398,0.5,0.3190999925136566,7277.6,65.7,101299,16.411,8205,72.77,25% converted — GI 40% / FF 50%
25,40,60,0,5142,7714,1,68.95999908447266,31.04,205.5,0.4146,0.6,0.33079999685287476,8276.8,65.7,101327,19.694,9847,74.2,25% converted — GI 40% / FF 60%
25,50,0,50,6428,0,6429,69.47000122070312,30.53,216.8,0.3327,0.2,0.2709999978542328,2854.0,65.4,100861,0.0,0,78.49,25% converted — GI 50% / FF 0%
25,50,10,40,6428,1285,5144,69.0999984741211,30.9,208.5,0.3493,0.3,0.28279998898506165,3852.5,65.5,100983,3.281,1640,79.91,25% converted — GI 50% / FF 10%
25,50,20,30,6428,2571,3858,68.75,31.25,200.9,0.3658,0.4,0.2946000099182129,4851.7,65.6,101173,6.564,3282,81.34,25% converted — GI 50% / FF 20%
25,50,30,20,6428,3857,2572,68.37000274658203,31.63,192.8,0.3824,0.4,0.30640000104904175,5850.9,65.6,101173,9.847,4923,82.77,25% converted — GI 50% / FF 30%
25,50,40,10,6428,5142,1287,68.01000213623047,31.99,185.2,0.3989,0.5,0.3181000053882599,6849.4,65.7,101299,13.128,6564,84.19,25% converted — GI 50% / FF 40%
25,50,50,0,6428,6428,1,67.63999938964844,32.36,177.7,0.4155,0.6,0.32989999651908875,7848.6,65.7,101327,16.411,8205,85.62,25% converted — GI 50% / FF 50%
25,60,0,40,7714,0,5143,67.77999877929688,32.22,180.5,0.3501,0.3,0.28189998865127563,3425.0,65.5,100983,0.0,0,91.33,25% converted — GI 60% / FF 0%
25,60,10,30,7714,1285,3858,67.41999816894531,32.58,173.3,0.3667,0.4,0.2937000095844269,4423.5,65.6,101173,3.281,1640,92.76,25% converted — GI 60% / FF 10%
25,60,20,20,7714,2571,2572,67.05000305175781,32.95,166.0,0.3832,0.4,0.305400013923645,5422.7,65.6,101173,6.564,3282,94.19,25% converted — GI 60% / FF 20%
